from,to,common_neighbors,jaccard,adamic_adar,preferential_attachment,link,prediction,probability
3739,6198,0.0,0.0,0.0,120.0,1,0.0,"[0.7426900617078259,0.2573099382921741]"
3740,3835,0.0,0.0,0.0,143.0,1,0.0,"[0.7303271610126665,0.2696728389873335]"
3740,5651,0.0,0.0,0.0,39.0,1,0.0,"[0.7831949224555229,0.2168050775444771]"
3743,6264,0.0,0.0,0.0,40.0,1,0.0,"[0.782724173304791,0.21727582669520895]"
3752,6376,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
3756,6961,0.0,0.0,0.0,341.0,1,0.0,"[0.6101125447377558,0.3898874552622442]"
3760,2224,0.0,0.0,0.0,146.0,1,0.0,"[0.7286872692550815,0.27131273074491846]"
3760,3791,0.0,0.0,0.0,73.0,1,0.0,"[0.7667761943916906,0.23322380560830935]"
3760,5383,0.0,0.0,0.0,146.0,1,0.0,"[0.7286872692550815,0.27131273074491846]"
3760,6251,0.0,0.0,0.0,73.0,1,0.0,"[0.7667761943916906,0.23322380560830935]"
3760,6964,0.0,0.0,0.0,292.0,1,0.0,"[0.6418780276230404,0.35812197237695964]"
3763,2760,0.0,0.0,0.0,365.0,1,0.0,"[0.5941867875040713,0.4058132124959287]"
3763,4563,0.0,0.0,0.0,219.0,1,0.0,"[0.6869177416750499,0.31308225832495007]"
3772,4514,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
3777,1788,0.0,0.0,0.0,64.0,1,0.0,"[0.7712050581672615,0.22879494183273852]"
3784,2116,0.0,0.0,0.0,215.0,1,0.0,"[0.6892958401961987,0.3107041598038013]"
3784,2169,0.0,0.0,0.0,430.0,1,0.0,"[0.5501404889425642,0.4498595110574358]"
3784,6217,0.0,0.0,0.0,473.0,1,0.0,"[0.5205185059692791,0.47948149403072093]"
3786,3555,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
3811,847,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
3821,3937,0.0,0.0,0.0,104.0,1,0.0,"[0.7510687654857173,0.24893123451428267]"
3824,7018,0.0,0.0,0.0,102.0,1,0.0,"[0.7521031784642399,0.2478968215357601]"
3826,799,1.0,0.0625,0.20325282050390903,72.0,1,0.0,"[0.5615758955957719,0.4384241044042281]"
3829,6891,0.0,0.0,0.0,48.0,1,0.0,"[0.7789316207709795,0.22106837922902045]"
3836,3507,0.0,0.0,0.0,28.0,1,0.0,"[0.7883244417539628,0.21167555824603723]"
3845,6040,0.0,0.0,0.0,40.0,1,0.0,"[0.782724173304791,0.21727582669520895]"
3846,2605,0.0,0.0,0.0,420.0,1,0.0,"[0.556986374633283,0.44301362536671696]"
3860,7067,0.0,0.0,0.0,6.0,1,0.0,"[0.7983154879139381,0.20168451208606186]"
3863,1386,0.0,0.0,0.0,52.0,1,0.0,"[0.7770176488940705,0.22298235110592945]"
3902,1248,0.0,0.0,0.0,146.0,1,0.0,"[0.7286872692550815,0.27131273074491846]"
3902,1578,0.0,0.0,0.0,292.0,1,0.0,"[0.6418780276230404,0.35812197237695964]"
3902,3980,0.0,0.0,0.0,292.0,1,0.0,"[0.6418780276230404,0.35812197237695964]"
3926,1968,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
3936,89,1.0,0.023255813953488372,0.17190663415246227,195.0,1,0.0,"[0.5155710806266829,0.4844289193733171]"
3936,5783,1.0,0.023809523809523808,0.17190663415246227,156.0,1,0.0,"[0.5430084071016257,0.4569915928983743]"
3960,197,0.0,0.0,0.0,315.0,1,0.0,"[0.6271034017601493,0.37289659823985066]"
3982,2685,0.0,0.0,0.0,90.0,1,0.0,"[0.7582489329770155,0.24175106702298454]"
3995,1760,0.0,0.0,0.0,210.0,1,0.0,"[0.6922544539879164,0.3077455460120836]"
3998,3782,0.0,0.0,0.0,21.0,1,0.0,"[0.7915421636685589,0.2084578363314411]"
4003,3596,0.0,0.0,0.0,160.0,1,0.0,"[0.7209522191801523,0.2790477808198477]"
4003,5557,0.0,0.0,0.0,140.0,1,0.0,"[0.7319607868010749,0.2680392131989251]"
4014,5835,0.0,0.0,0.0,55.0,1,0.0,"[0.7755744347748107,0.2244255652251893]"
4015,5311,1.0,0.05,0.20038343021591398,54.0,1,0.0,"[0.5689540092883547,0.4310459907116453]"
4016,6398,0.0,0.0,0.0,452.0,1,0.0,"[0.535016122163003,0.464983877836997]"
4018,2490,1.0,0.037037037037037035,0.16849500042276702,180.0,1,0.0,"[0.5473151115204189,0.4526848884795811]"
4028,4456,0.0,0.0,0.0,144.0,1,0.0,"[0.7297812256288633,0.2702187743711367]"
4029,1090,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
4029,5807,0.0,0.0,0.0,98.0,1,0.0,"[0.7541633439427088,0.24583665605729121]"
4049,1011,0.0,0.0,0.0,90.0,1,0.0,"[0.7582489329770155,0.24175106702298454]"
4057,4655,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
4061,5144,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
4072,3013,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4076,550,0.0,0.0,0.0,101.0,1,0.0,"[0.7526193030914718,0.24738069690852815]"
4087,1768,0.0,0.0,0.0,468.0,1,0.0,"[0.523974375590831,0.47602562440916896]"
4087,3676,0.0,0.0,0.0,390.0,1,0.0,"[0.5773845811666558,0.4226154188333442]"
4091,3043,1.0,0.09090909090909091,0.152948702070391,32.0,1,0.0,"[0.7226068034088232,0.2773931965911768]"
4101,4989,0.0,0.0,0.0,2.0,1,0.0,"[0.8000936818182156,0.1999063181817844]"
4115,2398,0.0,0.0,0.0,252.0,1,0.0,"[0.6669299730158798,0.33307002698412025]"
4119,3796,0.0,0.0,0.0,28.0,1,0.0,"[0.7883244417539628,0.21167555824603723]"
4122,413,0.0,0.0,0.0,33.0,1,0.0,"[0.7860039166684527,0.2139960833315473]"
4123,1756,0.0,0.0,0.0,27.0,1,0.0,"[0.7887863315426353,0.21121366845736467]"
4129,4213,0.0,0.0,0.0,200.0,1,0.0,"[0.6981243816183842,0.3018756183816158]"
4129,6883,0.0,0.0,0.0,144.0,1,0.0,"[0.7297812256288633,0.2702187743711367]"
4133,730,0.0,0.0,0.0,126.0,1,0.0,"[0.739500944724749,0.26049905527525097]"
4136,2075,0.0,0.0,0.0,42.0,1,0.0,"[0.7817804612034681,0.2182195387965319]"
4140,84,0.0,0.0,0.0,182.0,1,0.0,"[0.7085280025005621,0.29147199749943786]"
4140,3334,0.0,0.0,0.0,455.0,1,0.0,"[0.5329480790425167,0.46705192095748327]"
4140,4172,0.0,0.0,0.0,455.0,1,0.0,"[0.5329480790425167,0.46705192095748327]"
4140,5087,0.0,0.0,0.0,273.0,1,0.0,"[0.6538845208303639,0.34611547916963614]"
4161,1641,0.0,0.0,0.0,135.0,1,0.0,"[0.7346695173518204,0.2653304826481796]"
4190,1505,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4191,4747,0.0,0.0,0.0,444.0,1,0.0,"[0.5405248304603102,0.4594751695396898]"
4196,5056,0.0,0.0,0.0,462.0,1,0.0,"[0.5281183616327728,0.4718816383672272]"
4199,735,1.0,0.06666666666666667,0.20386217799573403,39.0,1,0.0,"[0.5863685792145673,0.4136314207854327]"
4201,2693,0.0,0.0,0.0,200.0,1,0.0,"[0.6981243816183842,0.3018756183816158]"
4202,398,0.0,0.0,0.0,120.0,1,0.0,"[0.7426900617078259,0.2573099382921741]"
4210,5209,0.0,0.0,0.0,65.0,1,0.0,"[0.7707158968731409,0.2292841031268591]"
4212,5478,0.0,0.0,0.0,81.0,1,0.0,"[0.7627896324248388,0.23721036757516123]"
4223,2726,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
4239,6202,1.0,0.04,0.20815895490223127,105.0,1,0.0,"[0.5055634490667857,0.49443655093321426]"
4244,4031,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
4244,6861,0.0,0.0,0.0,135.0,1,0.0,"[0.7346695173518204,0.2653304826481796]"
4253,5539,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
4258,4010,0.0,0.0,0.0,8.0,1,0.0,"[0.7974219683914529,0.20257803160854715]"
4265,2348,0.0,0.0,0.0,285.0,1,0.0,"[0.6463231571982732,0.35367684280172684]"
4265,4045,0.0,0.0,0.0,76.0,1,0.0,"[0.7652867172357362,0.23471328276426384]"
4266,1231,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4274,6739,1.0,0.024390243902439025,0.15199298032191702,152.0,1,0.0,"[0.5938474390821692,0.4061525609178308]"
4281,4340,0.0,0.0,0.0,15.0,1,0.0,"[0.7942714169746994,0.20572858302530062]"
4305,6457,0.0,0.0,0.0,270.0,1,0.0,"[0.6557629527442692,0.3442370472557308]"
4319,6814,0.0,0.0,0.0,88.0,1,0.0,"[0.7592630727648508,0.24073692723514917]"
4329,1485,0.0,0.0,0.0,68.0,1,0.0,"[0.7692440085464382,0.23075599145356185]"
4329,1880,0.0,0.0,0.0,68.0,1,0.0,"[0.7692440085464382,0.23075599145356185]"
4342,1369,0.0,0.0,0.0,55.0,1,0.0,"[0.7755744347748107,0.2244255652251893]"
4365,6903,0.0,0.0,0.0,323.0,1,0.0,"[0.6219066202110399,0.37809337978896007]"
4370,6630,0.0,0.0,0.0,45.0,1,0.0,"[0.7803593597913008,0.21964064020869922]"
4374,1068,0.0,0.0,0.0,102.0,1,0.0,"[0.7521031784642399,0.2478968215357601]"
4374,1880,0.0,0.0,0.0,408.0,1,0.0,"[0.5651727325148941,0.4348272674851059]"
4382,1232,0.0,0.0,0.0,88.0,1,0.0,"[0.7592630727648508,0.24073692723514917]"
4382,1783,0.0,0.0,0.0,44.0,1,0.0,"[0.7808337979099911,0.21916620209000892]"
4382,5256,0.0,0.0,0.0,77.0,1,0.0,"[0.7647887617573991,0.23521123824260093]"
4390,855,0.0,0.0,0.0,115.0,1,0.0,"[0.7453280903165885,0.25467190968341147]"
4404,2160,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
4404,5109,0.0,0.0,0.0,140.0,1,0.0,"[0.7319607868010749,0.2680392131989251]"
4436,3336,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4439,1121,0.0,0.0,0.0,148.0,1,0.0,"[0.7275905372540128,0.2724094627459872]"
4461,2692,0.0,0.0,0.0,54.0,1,0.0,"[0.7760562425401666,0.22394375745983341]"
4462,4752,0.0,0.0,0.0,9.0,1,0.0,"[0.7969741025855446,0.20302589741445543]"
4464,5891,0.0,0.0,0.0,10.0,1,0.0,"[0.7965254992774643,0.2034745007225357]"
4472,5430,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
4479,2245,0.0,0.0,0.0,282.0,1,0.0,"[0.648220548814591,0.351779451185409]"
4480,927,0.0,0.0,0.0,380.0,1,0.0,"[0.584129278695619,0.41587072130438096]"
4480,2010,0.0,0.0,0.0,95.0,1,0.0,"[0.7557008758015875,0.2442991241984125]"
4480,2405,0.0,0.0,0.0,38.0,1,0.0,"[0.7836649335765787,0.21633506642342126]"
4494,583,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
4508,6796,1.0,0.05,0.17054278655205474,108.0,1,0.0,"[0.6032203246265082,0.3967796753734918]"
4530,574,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
4530,7032,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
4556,2032,0.0,0.0,0.0,78.0,1,0.0,"[0.7642900752272954,0.23570992477270458]"
4561,6128,0.0,0.0,0.0,23.0,1,0.0,"[0.7906265065055522,0.20937349349444778]"
4565,4559,0.0,0.0,0.0,24.0,1,0.0,"[0.7901675703739295,0.20983242962607052]"
4582,2899,0.0,0.0,0.0,351.0,1,0.0,"[0.6035032092624338,0.39649679073756616]"
4591,1366,0.0,0.0,0.0,70.0,1,0.0,"[0.7682590816669032,0.23174091833309685]"
4599,3489,0.0,0.0,0.0,85.0,1,0.0,"[0.7607788266431447,0.23922117335685533]"
4611,2005,0.0,0.0,0.0,250.0,1,0.0,"[0.6681595419193829,0.33184045808061713]"
4630,3112,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
4641,1748,0.0,0.0,0.0,88.0,1,0.0,"[0.7592630727648508,0.24073692723514917]"
4651,3960,0.0,0.0,0.0,45.0,1,0.0,"[0.7803593597913008,0.21964064020869922]"
4660,3468,0.0,0.0,0.0,75.0,1,0.0,"[0.7657839413622198,0.23421605863778017]"
4660,4216,0.0,0.0,0.0,75.0,1,0.0,"[0.7657839413622198,0.23421605863778017]"
4665,3068,0.0,0.0,0.0,252.0,1,0.0,"[0.6669299730158798,0.33307002698412025]"
4693,5316,0.0,0.0,0.0,42.0,1,0.0,"[0.7817804612034681,0.2182195387965319]"
4698,3927,0.0,0.0,0.0,170.0,1,0.0,"[0.7153451852783425,0.28465481472165755]"
4702,4415,0.0,0.0,0.0,171.0,1,0.0,"[0.7147807648287524,0.2852192351712476]"
4710,4462,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
4718,4218,0.0,0.0,0.0,260.0,1,0.0,"[0.6619890598170506,0.3380109401829494]"
4728,5706,0.0,0.0,0.0,8.0,1,0.0,"[0.7974219683914529,0.20257803160854715]"
4744,1597,0.0,0.0,0.0,23.0,1,0.0,"[0.7906265065055522,0.20937349349444778]"
4748,2560,0.0,0.0,0.0,20.0,1,0.0,"[0.7919988847588305,0.2080011152411695]"
4750,2153,0.0,0.0,0.0,60.0,1,0.0,"[0.7731543566905966,0.22684564330940338]"
4760,3490,1.0,0.07142857142857142,0.17190663415246227,54.0,1,0.0,"[0.6541108956096278,0.34588910439037224]"
4764,673,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
4791,4263,0.0,0.0,0.0,46.0,1,0.0,"[0.7798841841566061,0.2201158158433939]"
4798,2214,0.0,0.0,0.0,216.0,1,0.0,"[0.6887022456305282,0.3112977543694718]"
4798,3863,0.0,0.0,0.0,312.0,1,0.0,"[0.6290447234342874,0.3709552765657126]"
4799,263,0.0,0.0,0.0,216.0,1,0.0,"[0.6887022456305282,0.3112977543694718]"
4799,1724,0.0,0.0,0.0,54.0,1,0.0,"[0.7760562425401666,0.22394375745983341]"
4809,6896,0.0,0.0,0.0,135.0,1,0.0,"[0.7346695173518204,0.2653304826481796]"
4816,3099,0.0,0.0,0.0,365.0,1,0.0,"[0.5941867875040713,0.4058132124959287]"
4816,4322,0.0,0.0,0.0,73.0,1,0.0,"[0.7667761943916906,0.23322380560830935]"
4816,4481,0.0,0.0,0.0,219.0,1,0.0,"[0.6869177416750499,0.31308225832495007]"
4816,5599,0.0,0.0,0.0,365.0,1,0.0,"[0.5941867875040713,0.4058132124959287]"
4817,1719,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4824,1747,0.0,0.0,0.0,7.0,1,0.0,"[0.7978690967981577,0.20213090320184235]"
4853,4041,0.0,0.0,0.0,184.0,1,0.0,"[0.7073825041915307,0.2926174958084693]"
4869,6660,0.0,0.0,0.0,72.0,1,0.0,"[0.7672712227268685,0.23272877727313146]"
4885,5180,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
4909,6534,0.0,0.0,0.0,60.0,1,0.0,"[0.7731543566905966,0.22684564330940338]"
4910,3812,0.0,0.0,0.0,105.0,1,0.0,"[0.7505504780887914,0.24944952191120862]"
4913,5492,0.0,0.0,0.0,288.0,1,0.0,"[0.6444211454232314,0.35557885457676863]"
4929,6227,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
4932,4279,0.0,0.0,0.0,54.0,1,0.0,"[0.7760562425401666,0.22394375745983341]"
4937,2365,0.0,0.0,0.0,189.0,1,0.0,"[0.7045072476623465,0.2954927523376535]"
4945,6555,0.0,0.0,0.0,92.0,1,0.0,"[0.7572318869808703,0.2427681130191297]"
4945,6577,0.0,0.0,0.0,46.0,1,0.0,"[0.7798841841566061,0.2201158158433939]"
4987,1713,0.0,0.0,0.0,77.0,1,0.0,"[0.7647887617573991,0.23521123824260093]"
4991,2000,1.0,0.125,0.24954251462921184,20.0,1,0.0,"[0.5447312807193483,0.4552687192806517]"
5006,6301,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
5017,2593,0.0,0.0,0.0,7.0,1,0.0,"[0.7978690967981577,0.20213090320184235]"
5032,6107,0.0,0.0,0.0,252.0,1,0.0,"[0.6669299730158798,0.33307002698412025]"
5033,1436,0.0,0.0,0.0,416.0,1,0.0,"[0.5597188277997721,0.4402811722002279]"
5033,5714,0.0,0.0,0.0,312.0,1,0.0,"[0.6290447234342874,0.3709552765657126]"
5033,6107,0.0,0.0,0.0,364.0,1,0.0,"[0.5948545857401719,0.4051454142598281]"
5043,1976,0.0,0.0,0.0,222.0,1,0.0,"[0.685127685052775,0.314872314947225]"
5046,2092,1.0,0.024390243902439025,0.1805923124338364,80.0,1,0.0,"[0.5745749173410876,0.42542508265891243]"
5047,2449,0.0,0.0,0.0,33.0,1,0.0,"[0.7860039166684527,0.2139960833315473]"
5065,2690,0.0,0.0,0.0,168.0,1,0.0,"[0.7164720062062849,0.28352799379371507]"
5076,1284,0.0,0.0,0.0,21.0,1,0.0,"[0.7915421636685589,0.2084578363314411]"
5079,4530,0.0,0.0,0.0,220.0,1,0.0,"[0.6863216713247349,0.31367832867526513]"
5079,5915,0.0,0.0,0.0,132.0,1,0.0,"[0.7362863365087433,0.2637136634912567]"
5090,6650,0.0,0.0,0.0,39.0,1,0.0,"[0.7831949224555229,0.2168050775444771]"
5104,4529,0.0,0.0,0.0,144.0,1,0.0,"[0.7297812256288633,0.2702187743711367]"
5104,6435,0.0,0.0,0.0,192.0,1,0.0,"[0.7027742440674157,0.29722575593258427]"
5124,2142,0.0,0.0,0.0,3.0,1,0.0,"[0.7996502386777885,0.2003497613222115]"
5125,2909,0.0,0.0,0.0,165.0,1,0.0,"[0.7181571734386408,0.28184282656135917]"
5128,6172,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
5132,6145,0.0,0.0,0.0,420.0,1,0.0,"[0.556986374633283,0.44301362536671696]"
5138,566,0.0,0.0,0.0,332.0,1,0.0,"[0.61602664020727,0.38397335979272995]"
5138,6113,0.0,0.0,0.0,415.0,1,0.0,"[0.5604013826909968,0.4395986173090032]"
5139,1316,0.0,0.0,0.0,68.0,1,0.0,"[0.7692440085464382,0.23075599145356185]"
5142,6331,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
5148,4899,0.0,0.0,0.0,48.0,1,0.0,"[0.7789316207709795,0.22106837922902045]"
5153,4861,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
5157,4201,0.0,0.0,0.0,160.0,1,0.0,"[0.7209522191801523,0.2790477808198477]"
5174,3906,0.0,0.0,0.0,72.0,1,0.0,"[0.7672712227268685,0.23272877727313146]"
5186,4347,0.0,0.0,0.0,451.0,1,0.0,"[0.5357052059516827,0.4642947940483173]"
5195,2141,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
5204,2701,0.0,0.0,0.0,115.0,1,0.0,"[0.7453280903165885,0.25467190968341147]"
5209,2204,0.0,0.0,0.0,60.0,1,0.0,"[0.7731543566905966,0.22684564330940338]"
5218,5790,0.0,0.0,0.0,8.0,1,0.0,"[0.7974219683914529,0.20257803160854715]"
5224,6317,0.0,0.0,0.0,330.0,1,0.0,"[0.6173363047079464,0.3826636952920536]"
5229,5903,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
5236,4325,0.0,0.0,0.0,35.0,1,0.0,"[0.785070538141551,0.21492946185844897]"
5240,5202,0.0,0.0,0.0,143.0,1,0.0,"[0.7303271610126665,0.2696728389873335]"
5241,7112,0.0,0.0,0.0,341.0,1,0.0,"[0.6101125447377558,0.3898874552622442]"
5243,4768,0.0,0.0,0.0,84.0,1,0.0,"[0.7612826215853066,0.23871737841469343]"
5254,5471,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
5255,5501,1.0,0.03125,0.16281242427639875,216.0,1,0.0,"[0.5308019906965713,0.4691980093034287]"
5261,6535,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
5276,3538,1.0,0.02127659574468085,0.16281242427639875,135.0,1,0.0,"[0.5767881293302242,0.42321187066977584]"
5288,3977,0.0,0.0,0.0,21.0,1,0.0,"[0.7915421636685589,0.2084578363314411]"
5295,6763,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
5296,3618,0.0,0.0,0.0,216.0,1,0.0,"[0.6887022456305282,0.3112977543694718]"
5304,6549,0.0,0.0,0.0,84.0,1,0.0,"[0.7612826215853066,0.23871737841469343]"
5305,413,0.0,0.0,0.0,45.0,1,0.0,"[0.7803593597913008,0.21964064020869922]"
5305,1226,0.0,0.0,0.0,315.0,1,0.0,"[0.6271034017601493,0.37289659823985066]"
5306,3563,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
5312,1733,0.0,0.0,0.0,290.0,1,0.0,"[0.6431505950052393,0.3568494049947607]"
5328,4958,0.0,0.0,0.0,462.0,1,0.0,"[0.5281183616327728,0.4718816383672272]"
5328,6660,0.0,0.0,0.0,198.0,1,0.0,"[0.6992907156395956,0.30070928436040445]"
5333,810,0.0,0.0,0.0,330.0,1,0.0,"[0.6173363047079464,0.3826636952920536]"
5337,4015,0.0,0.0,0.0,486.0,1,0.0,"[0.5115248740534252,0.48847512594657483]"
5345,5371,0.0,0.0,0.0,390.0,1,0.0,"[0.5773845811666558,0.4226154188333442]"
5352,1963,0.0,0.0,0.0,364.0,1,0.0,"[0.5948545857401719,0.4051454142598281]"
5354,250,0.0,0.0,0.0,324.0,1,0.0,"[0.6212550213228176,0.3787449786771824]"
5354,3510,0.0,0.0,0.0,270.0,1,0.0,"[0.6557629527442692,0.3442370472557308]"
5361,1127,0.0,0.0,0.0,27.0,1,0.0,"[0.7887863315426353,0.21121366845736467]"
5366,3000,0.0,0.0,0.0,76.0,1,0.0,"[0.7652867172357362,0.23471328276426384]"
5366,4031,0.0,0.0,0.0,76.0,1,0.0,"[0.7652867172357362,0.23471328276426384]"
5366,5432,0.0,0.0,0.0,190.0,1,0.0,"[0.7039302317364765,0.2960697682635235]"
5366,5677,0.0,0.0,0.0,76.0,1,0.0,"[0.7652867172357362,0.23471328276426384]"
5366,5733,0.0,0.0,0.0,114.0,1,0.0,"[0.745853554210107,0.254146445789893]"
5366,5933,0.0,0.0,0.0,76.0,1,0.0,"[0.7652867172357362,0.23471328276426384]"
5377,4561,0.0,0.0,0.0,161.0,1,0.0,"[0.7203945709171609,0.27960542908283914]"
5389,958,0.0,0.0,0.0,136.0,1,0.0,"[0.7341291725488653,0.26587082745113466]"
5389,3296,0.0,0.0,0.0,204.0,1,0.0,"[0.6957840330920855,0.3042159669079145]"
5396,5672,0.0,0.0,0.0,280.0,1,0.0,"[0.6494828858459597,0.3505171141540403]"
5402,522,0.0,0.0,0.0,152.0,1,0.0,"[0.7253887717650762,0.2746112282349238]"
5402,2971,1.0,0.02564102564102564,0.1921596300948879,76.0,1,0.0,"[0.550734912020831,0.449265087979169]"
5415,1787,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
5424,5024,0.0,0.0,0.0,102.0,1,0.0,"[0.7521031784642399,0.2478968215357601]"
5428,787,0.0,0.0,0.0,488.0,1,0.0,"[0.5101404297194237,0.48985957028057625]"
5428,1256,0.0,0.0,0.0,244.0,1,0.0,"[0.6718344653864171,0.3281655346135829]"
5434,3842,1.0,0.047619047619047616,0.17769497622489946,112.0,1,0.0,"[0.5815134194873828,0.4184865805126172]"
5438,2695,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
5451,5719,0.0,0.0,0.0,440.0,1,0.0,"[0.5432755603243736,0.45672443967562637]"
5463,2703,0.0,0.0,0.0,32.0,1,0.0,"[0.7864694984521227,0.21353050154787734]"
5475,3319,0.0,0.0,0.0,162.0,1,0.0,"[0.7198362413110602,0.28016375868893983]"
5481,7047,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
5496,1069,0.0,0.0,0.0,7.0,1,0.0,"[0.7978690967981577,0.20213090320184235]"
5497,1415,0.0,0.0,0.0,91.0,1,0.0,"[0.7577407730596053,0.2422592269403947]"
5502,2902,0.0,0.0,0.0,40.0,1,0.0,"[0.782724173304791,0.21727582669520895]"
5511,515,0.0,0.0,0.0,256.0,1,0.0,"[0.6644640184978888,0.33553598150211117]"
5519,2256,0.0,0.0,0.0,19.0,1,0.0,"[0.7924548675701392,0.20754513242986083]"
5532,3790,1.0,0.047619047619047616,0.19538905998164785,117.0,1,0.0,"[0.5356007391110198,0.4643992608889802]"
5540,6788,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
5555,1575,0.0,0.0,0.0,148.0,1,0.0,"[0.7275905372540128,0.2724094627459872]"
5555,1713,0.0,0.0,0.0,259.0,1,0.0,"[0.6626086380064771,0.33739136199352293]"
5561,3574,0.0,0.0,0.0,143.0,1,0.0,"[0.7303271610126665,0.2696728389873335]"
5563,1000,0.0,0.0,0.0,5.0,1,0.0,"[0.7987611418523651,0.20123885814763487]"
5566,3926,0.0,0.0,0.0,252.0,1,0.0,"[0.6669299730158798,0.33307002698412025]"
5566,4372,0.0,0.0,0.0,24.0,1,0.0,"[0.7901675703739295,0.20983242962607052]"
5567,5714,0.0,0.0,0.0,132.0,1,0.0,"[0.7362863365087433,0.2637136634912567]"
5580,769,0.0,0.0,0.0,423.0,1,0.0,"[0.5549347599139766,0.44506524008602344]"
5580,4170,0.0,0.0,0.0,282.0,1,0.0,"[0.648220548814591,0.351779451185409]"
5580,5005,0.0,0.0,0.0,94.0,1,0.0,"[0.7562119379426521,0.24378806205734793]"
5586,2568,0.0,0.0,0.0,14.0,1,0.0,"[0.7947237091509788,0.20527629084902121]"
5594,5676,0.0,0.0,0.0,90.0,1,0.0,"[0.7582489329770155,0.24175106702298454]"
5595,1091,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
5597,6076,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
5612,459,0.0,0.0,0.0,32.0,1,0.0,"[0.7864694984521227,0.21353050154787734]"
5616,4978,0.0,0.0,0.0,39.0,1,0.0,"[0.7831949224555229,0.2168050775444771]"
5624,1820,0.0,0.0,0.0,189.0,1,0.0,"[0.7045072476623465,0.2954927523376535]"
5629,403,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
5630,5691,0.0,0.0,0.0,90.0,1,0.0,"[0.7582489329770155,0.24175106702298454]"
5631,3919,0.0,0.0,0.0,28.0,1,0.0,"[0.7883244417539628,0.21167555824603723]"
5648,4122,0.0,0.0,0.0,99.0,1,0.0,"[0.7536493862873587,0.24635061371264133]"
