from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,link,prediction,probability
230,3280,0,0.0,0.0,44,1,0,0.16861594
4274,4261,0,0.0,0.0,114,1,0,0.35994762
3097,1851,0,0.0,0.0,128,1,0,0.38669804
6986,3911,0,0.0,0.0,24,1,0,0.09950896
146,1437,0,0.0,0.0,72,1,0,0.25095627
1449,1273,0,0.0,0.0,12,1,0,0.07129103
3340,405,0,0.0,0.0,4,1,0,0.056790743
4189,2442,0,0.0,0.0,20,1,0,0.08914354
92,830,0,0.0,0.0,7,1,0,0.06187128
552,450,0,0.0,0.0,20,1,0,0.08914354
4450,3289,0,0.0,0.0,8,1,0,0.06365717
1967,6442,0,0.0,0.0,180,1,0,0.46326372
4457,6193,0,0.0,0.0,85,1,0,0.28629526
341,1855,0,0.0,0.0,90,1,0,0.2991036
2808,3360,0,0.0,0.0,170,1,0,0.45127892
2719,1867,0,0.0,0.0,182,1,0,0.46566626
6594,3489,0,0.0,0.0,68,1,0,0.24003685
302,2388,0,0.0,0.0,50,1,0,0.19341487
1984,3874,0,0.0,0.0,96,1,0,0.31489792
491,4468,0,0.0,0.0,40,1,0,0.15226923
5402,757,0,0.0,0.0,114,1,0,0.35994762
6955,3077,0,0.0,0.0,154,1,0,0.4321967
2260,4188,0,0.0,0.0,44,1,0,0.16861594
1721,2182,0,0.0,0.0,130,1,0,0.39030674
4987,3218,0,0.0,0.0,55,1,0,0.20683764
1686,4593,0,0.0,0.0,8,1,0,0.06365717
620,6628,0,0.0,0.0,80,1,0,0.27382088
35,2006,0,0.0,0.0,169,1,0,0.4500833
200,6355,0,0.0,0.0,76,1,0,0.26220104
7051,1131,0,0.0,0.0,28,1,0,0.11093289
3842,7122,0,0.0,0.0,126,1,0,0.38310167
1099,1494,0,0.0,0.0,10,1,0,0.06737377
4680,2434,0,0.0,0.0,6,1,0,0.06013226
516,5898,0,0.0,0.0,100,1,0,0.3256736
4660,3468,0,0.0,0.0,75,1,0,0.25935948
1336,643,0,0.0,0.0,84,1,0,0.28377318
3325,6334,0,0.0,0.0,45,1,0,0.17291498
4374,2259,0,0.0,0.0,102,1,0,0.3311322
539,4345,0,0.0,0.0,21,1,0,0.09163984
4406,4670,0,0.0,0.0,182,1,0,0.46566626
1821,3449,0,0.0,0.0,24,1,0,0.09950896
2853,336,0,0.0,0.0,42,1,0,0.16027392
5337,1157,0,0.0,0.0,189,1,0,0.47408688
2720,2298,0,0.0,0.0,3,1,0,0.05518617
6816,2063,0,0.0,0.0,27,1,0,0.107973665
5827,1244,0,0.0,0.0,30,1,0,0.11706486
6778,6152,0,0.0,0.0,90,1,0,0.2991036
4743,3035,0,0.0,0.0,110,1,0,0.3511641
2124,902,0,0.0,0.0,8,1,0,0.06365717
3735,1889,0,0.0,0.0,20,1,0,0.08914354
5404,3662,0,0.0,0.0,99,1,0,0.32296187
4274,389,1,0.025,0.16281242427639875,114,1,0,0.47732392
3886,771,0,0.0,0.0,49,1,0,0.19024323
3917,2851,0,0.0,0.0,18,1,0,0.0843346
5832,4504,1,0.06666666666666667,0.17769497622489946,48,1,0,0.27660316
6186,562,0,0.0,0.0,60,1,0,0.21918955
6851,5111,0,0.0,0.0,54,1,0,0.20442998
3498,3518,0,0.0,0.0,80,1,0,0.27382088
1753,3965,0,0.0,0.0,91,1,0,0.30170432
656,5600,0,0.0,0.0,42,1,0,0.16027392
4967,2874,0,0.0,0.0,28,1,0,0.11093289
3968,3537,0,0.0,0.0,9,1,0,0.06549096
90,681,0,0.0,0.0,38,1,0,0.14459528
5292,642,0,0.0,0.0,40,1,0,0.15226923
817,5743,0,0.0,0.0,195,1,0,0.48131642
1376,5251,0,0.0,0.0,39,1,0,0.14839143
5189,2110,0,0.0,0.0,16,1,0,0.07976234
5377,5912,0,0.0,0.0,161,1,0,0.44054025
2339,4779,0,0.0,0.0,38,1,0,0.14459528
2858,2240,0,0.0,0.0,36,1,0,0.13724567
1177,5153,0,0.0,0.0,28,1,0,0.11093289
1553,4224,2,0.09523809523809523,0.34050740050129824,90,1,0,0.3972583
1917,5808,0,0.0,0.0,4,1,0,0.056790743
4181,6253,0,0.0,0.0,27,1,0,0.107973665
1646,1409,0,0.0,0.0,6,1,0,0.06013226
6464,820,0,0.0,0.0,96,1,0,0.31489792
2974,1300,0,0.0,0.0,6,1,0,0.06013226
93,4686,0,0.0,0.0,154,1,0,0.4321967
3961,3494,0,0.0,0.0,33,1,0,0.12681237
7003,4045,0,0.0,0.0,40,1,0,0.15226923
546,4617,0,0.0,0.0,200,1,0,0.4873473
1674,5628,0,0.0,0.0,115,1,0,0.3621585
5778,5803,0,0.0,0.0,50,1,0,0.19341487
1250,5747,0,0.0,0.0,90,1,0,0.2991036
3721,1469,0,0.0,0.0,30,1,0,0.11706486
3706,521,0,0.0,0.0,199,1,0,0.4861408
1011,1391,0,0.0,0.0,100,1,0,0.3256736
144,3381,0,0.0,0.0,50,1,0,0.19341487
465,4225,0,0.0,0.0,64,1,0,0.22944695
1436,4342,0,0.0,0.0,176,1,0,0.45846394
542,487,0,0.0,0.0,165,1,0,0.44530672
2555,4669,1,0.043478260869565216,0.16281242427639875,119,1,0,0.35716528
1382,6622,0,0.0,0.0,84,1,0,0.28377318
2864,3817,0,0.0,0.0,26,1,0,0.105084054
656,2815,0,0.0,0.0,114,1,0,0.35994762
977,1442,0,0.0,0.0,168,1,0,0.4488883
4302,6144,0,0.0,0.0,34,1,0,0.1302125
7121,1422,1,0.08333333333333333,0.19538905998164785,40,1,0,0.3205465
2582,5970,0,0.0,0.0,4,1,0,0.056790743
433,3348,0,0.0,0.0,80,1,0,0.27382088
4210,5209,0,0.0,0.0,65,1,0,0.2320633
6284,344,0,0.0,0.0,68,1,0,0.24003685
745,659,0,0.0,0.0,96,1,0,0.31489792
102,7068,0,0.0,0.0,39,1,0,0.14839143
726,2113,0,0.0,0.0,33,1,0,0.12681237
6925,3291,0,0.0,0.0,72,1,0,0.25095627
888,4961,0,0.0,0.0,165,1,0,0.44530672
7003,2192,0,0.0,0.0,30,1,0,0.11706486
5438,2695,0,0.0,0.0,16,1,0,0.07976234
893,3686,0,0.0,0.0,24,1,0,0.09950896
6478,5506,0,0.0,0.0,27,1,0,0.107973665
4639,1849,0,0.0,0.0,115,1,0,0.3621585
2957,4469,0,0.0,0.0,66,1,0,0.23470043
4003,3596,0,0.0,0.0,160,1,0,0.43935037
988,2312,0,0.0,0.0,52,1,0,0.19909246
6962,823,0,0.0,0.0,144,1,0,0.4157673
5354,2966,0,0.0,0.0,54,1,0,0.20442998
1144,3431,0,0.0,0.0,38,1,0,0.14459528
2840,6945,0,0.0,0.0,25,1,0,0.10226297
4061,5144,0,0.0,0.0,4,1,0,0.056790743
7069,38,0,0.0,0.0,146,1,0,0.41941714
3542,6022,0,0.0,0.0,98,1,0,0.32026172
4527,5343,0,0.0,0.0,60,1,0,0.21918955
1960,53,0,0.0,0.0,63,1,0,0.22685142
6242,4606,0,0.0,0.0,105,1,0,0.33940595
3031,4539,1,0.021739130434782608,0.152948702070391,132,1,0,0.46501806
3438,6724,0,0.0,0.0,84,1,0,0.28377318
5274,6965,0,0.0,0.0,18,1,0,0.0843346
5302,7074,0,0.0,0.0,12,1,0,0.07129103
1734,1534,1,0.058823529411764705,0.17054278655205474,56,1,0,0.25965232
5845,5490,0,0.0,0.0,40,1,0,0.15226923
2147,5173,0,0.0,0.0,4,1,0,0.056790743
4569,2385,0,0.0,0.0,126,1,0,0.38310167
768,6113,0,0.0,0.0,25,1,0,0.10226297
3023,6384,0,0.0,0.0,32,1,0,0.12348837
1086,342,0,0.0,0.0,160,1,0,0.43935037
2060,1345,0,0.0,0.0,70,1,0,0.24545546
14,4302,0,0.0,0.0,20,1,0,0.08914354
974,564,0,0.0,0.0,48,1,0,0.18633185
5599,3217,0,0.0,0.0,5,1,0,0.058439072
2950,2421,0,0.0,0.0,8,1,0,0.06365717
5898,3662,0,0.0,0.0,75,1,0,0.25935948
5789,2981,0,0.0,0.0,55,1,0,0.20683764
4480,6123,0,0.0,0.0,57,1,0,0.2117156
2062,5765,1,0.06666666666666667,0.18891789404024137,64,1,0,0.366472
2423,6620,0,0.0,0.0,108,1,0,0.34680948
6244,1117,0,0.0,0.0,82,1,0,0.27876988
3653,4048,0,0.0,0.0,90,1,0,0.2991036
164,6281,0,0.0,0.0,30,1,0,0.11706486
5466,6310,0,0.0,0.0,155,1,0,0.4334114
3692,3014,0,0.0,0.0,74,1,0,0.2565382
5765,6665,0,0.0,0.0,160,1,0,0.43935037
538,5483,0,0.0,0.0,25,1,0,0.10226297
4693,2650,0,0.0,0.0,14,1,0,0.075417444
2928,1176,0,0.0,0.0,186,1,0,0.4704759
2744,159,0,0.0,0.0,81,1,0,0.2762886
2591,6174,0,0.0,0.0,135,1,0,0.39938042
710,3417,0,0.0,0.0,102,1,0,0.3311322
799,5718,0,0.0,0.0,27,1,0,0.107973665
506,786,0,0.0,0.0,44,1,0,0.16861594
6090,2477,0,0.0,0.0,24,1,0,0.09950896
764,970,0,0.0,0.0,33,1,0,0.12681237
2612,5196,0,0.0,0.0,6,1,0,0.06013226
2059,4015,0,0.0,0.0,108,1,0,0.34680948
130,342,1,0.05555555555555555,0.18891789404024137,90,1,0,0.42818797
21,6554,0,0.0,0.0,42,1,0,0.16027392
4029,5795,0,0.0,0.0,98,1,0,0.32026172
492,5672,0,0.0,0.0,70,1,0,0.24545546
788,3149,0,0.0,0.0,36,1,0,0.13724567
3258,3716,0,0.0,0.0,189,1,0,0.47408688
1208,2945,0,0.0,0.0,90,1,0,0.2991036
1471,6142,1,0.0625,0.152948702070391,60,1,0,0.17242835
2423,4381,0,0.0,0.0,189,1,0,0.47408688
3316,6577,0,0.0,0.0,6,1,0,0.06013226
133,1318,0,0.0,0.0,37,1,0,0.1408804
7029,4040,0,0.0,0.0,42,1,0,0.16027392
2366,3199,0,0.0,0.0,20,1,0,0.08914354
1648,6626,0,0.0,0.0,3,1,0,0.05518617
3075,4183,0,0.0,0.0,80,1,0,0.27382088
354,1745,0,0.0,0.0,18,1,0,0.0843346
4582,2028,0,0.0,0.0,91,1,0,0.30170432
2369,3797,0,0.0,0.0,120,1,0,0.37239057
3760,6570,0,0.0,0.0,73,1,0,0.25373712
1320,1242,0,0.0,0.0,44,1,0,0.16861594
1320,2982,0,0.0,0.0,88,1,0,0.29394072
1089,28,0,0.0,0.0,108,1,0,0.34680948
5789,5617,0,0.0,0.0,55,1,0,0.20683764
2064,1886,0,0.0,0.0,210,1,0,0.49941823
2667,3489,0,0.0,0.0,51,1,0,0.19632122
4159,6014,0,0.0,0.0,186,1,0,0.4704759
1084,2359,0,0.0,0.0,56,1,0,0.2092662
859,2280,0,0.0,0.0,42,1,0,0.16027392
48,6851,0,0.0,0.0,180,1,0,0.46326372
2858,6935,0,0.0,0.0,72,1,0,0.25095627
2712,6911,0,0.0,0.0,25,1,0,0.10226297
6237,6545,0,0.0,0.0,100,1,0,0.3256736
7069,6721,0,0.0,0.0,146,1,0,0.41941714
2787,1091,0,0.0,0.0,18,1,0,0.0843346
6894,6238,0,0.0,0.0,135,1,0,0.39938042
3784,2164,0,0.0,0.0,86,1,0,0.2888305
4557,662,0,0.0,0.0,7,1,0,0.06187128
2321,3195,0,0.0,0.0,76,1,0,0.26220104
5773,6364,0,0.0,0.0,20,1,0,0.08914354
3735,5939,0,0.0,0.0,30,1,0,0.11706486
5890,6998,0,0.0,0.0,40,1,0,0.15226923
3096,3947,0,0.0,0.0,50,1,0,0.19341487
4707,6754,0,0.0,0.0,16,1,0,0.07976234
5345,5560,0,0.0,0.0,130,1,0,0.39030674
921,2959,0,0.0,0.0,63,1,0,0.22685142
2229,6232,0,0.0,0.0,21,1,0,0.09163984
637,669,0,0.0,0.0,3,1,0,0.05518617
5442,217,0,0.0,0.0,104,1,0,0.33663684
4122,725,0,0.0,0.0,132,1,0,0.3939276
2484,6241,0,0.0,0.0,56,1,0,0.2092662
1555,3647,0,0.0,0.0,72,1,0,0.25095627
2798,2077,0,0.0,0.0,18,1,0,0.0843346
372,5499,0,0.0,0.0,93,1,0,0.30694407
3968,5415,0,0.0,0.0,99,1,0,0.32296187
4480,4452,0,0.0,0.0,38,1,0,0.14459528
4098,6583,1,0.03571428571428571,0.152948702070391,120,1,0,0.35147622
6569,1305,0,0.0,0.0,21,1,0,0.09163984
1295,1098,0,0.0,0.0,11,1,0,0.06930674
4029,5444,0,0.0,0.0,56,1,0,0.2092662
840,5678,0,0.0,0.0,4,1,0,0.056790743
5006,2945,0,0.0,0.0,162,1,0,0.4417309
2967,4292,0,0.0,0.0,44,1,0,0.16861594
1083,4153,0,0.0,0.0,120,1,0,0.37239057
5857,4725,0,0.0,0.0,210,1,0,0.49941823
2934,1602,0,0.0,0.0,44,1,0,0.16861594
3485,6413,0,0.0,0.0,143,1,0,0.41394594
5406,4925,0,0.0,0.0,77,1,0,0.26506236
5857,4570,0,0.0,0.0,35,1,0,0.13369006
4695,1834,0,0.0,0.0,102,1,0,0.3311322
19,4967,0,0.0,0.0,36,1,0,0.13724567
2371,2278,0,0.0,0.0,10,1,0,0.06737377
6445,2554,0,0.0,0.0,8,1,0,0.06365717
3042,5473,0,0.0,0.0,141,1,0,0.41031018
2564,1966,0,0.0,0.0,132,1,0,0.3939276
3055,2925,1,0.09090909090909091,0.20815895490223127,36,1,0,0.35367462
1110,5004,0,0.0,0.0,198,1,0,0.48493436
1415,6425,0,0.0,0.0,13,1,0,0.07332752
6062,5584,0,0.0,0.0,2,1,0,0.053624343
941,3473,0,0.0,0.0,168,1,0,0.4488883
615,2624,0,0.0,0.0,11,1,0,0.06930674
907,2702,0,0.0,0.0,12,1,0,0.07129103
7021,6312,0,0.0,0.0,68,1,0,0.24003685
6092,2750,0,0.0,0.0,60,1,0,0.21918955
6943,6987,0,0.0,0.0,108,1,0,0.34680948
3728,2369,0,0.0,0.0,180,1,0,0.46326372
1825,3843,0,0.0,0.0,6,1,0,0.06013226
2375,6630,0,0.0,0.0,42,1,0,0.16027392
5409,3965,0,0.0,0.0,91,1,0,0.30170432
5982,3979,0,0.0,0.0,91,1,0,0.30170432
448,1866,0,0.0,0.0,72,1,0,0.25095627
6237,1732,0,0.0,0.0,140,1,0,0.40849587
4212,3778,0,0.0,0.0,27,1,0,0.107973665
4644,5963,0,0.0,0.0,22,1,0,0.09419865
3867,1802,0,0.0,0.0,208,1,0,0.4970035
7,1339,0,0.0,0.0,4,1,0,0.056790743
5725,5540,0,0.0,0.0,44,1,0,0.16861594
932,3284,0,0.0,0.0,166,1,0,0.4465
4981,4955,0,0.0,0.0,7,1,0,0.06187128
3760,4986,0,0.0,0.0,146,1,0,0.41941714
621,4199,0,0.0,0.0,156,1,0,0.43459767
2852,974,0,0.0,0.0,80,1,0,0.27382088
3007,4270,0,0.0,0.0,16,1,0,0.07976234
4098,6283,0,0.0,0.0,24,1,0,0.09950896
4647,4395,0,0.0,0.0,20,1,0,0.08914354
5345,589,0,0.0,0.0,130,1,0,0.39030674
6796,5853,0,0.0,0.0,108,1,0,0.34680948
4611,2377,0,0.0,0.0,50,1,0,0.19341487
6286,6347,0,0.0,0.0,22,1,0,0.09419865
5931,469,0,0.0,0.0,168,1,0,0.4488883
6469,686,0,0.0,0.0,6,1,0,0.06013226
1704,6500,0,0.0,0.0,49,1,0,0.19024323
683,5762,0,0.0,0.0,22,1,0,0.09419865
6270,7011,0,0.0,0.0,93,1,0,0.30694407
3999,554,0,0.0,0.0,49,1,0,0.19024323
2304,1759,0,0.0,0.0,50,1,0,0.19341487
5586,2638,0,0.0,0.0,154,1,0,0.4321967
719,1617,0,0.0,0.0,50,1,0,0.19341487
3706,2194,0,0.0,0.0,199,1,0,0.4861408
4242,5601,0,0.0,0.0,172,1,0,0.45367172
1168,682,0,0.0,0.0,80,1,0,0.27382088
6357,2610,0,0.0,0.0,98,1,0,0.32026172
6600,3814,0,0.0,0.0,125,1,0,0.38130826
2340,3469,0,0.0,0.0,192,1,0,0.4777005
133,4722,0,0.0,0.0,37,1,0,0.1408804
5552,1740,0,0.0,0.0,33,1,0,0.12681237
57,6329,0,0.0,0.0,104,1,0,0.33663684
2431,3848,0,0.0,0.0,18,1,0,0.0843346
3432,755,0,0.0,0.0,60,1,0,0.21918955
2413,1353,0,0.0,0.0,12,1,0,0.07129103
3377,5913,0,0.0,0.0,198,1,0,0.48493436
6440,4292,0,0.0,0.0,136,1,0,0.40120384
258,5213,0,0.0,0.0,44,1,0,0.16861594
1753,2676,0,0.0,0.0,104,1,0,0.33663684
3145,1463,0,0.0,0.0,70,1,0,0.24545546
769,6612,0,0.0,0.0,27,1,0,0.107973665
5857,4615,0,0.0,0.0,175,1,0,0.45726517
3180,1942,0,0.0,0.0,48,1,0,0.18633185
700,1508,0,0.0,0.0,174,1,0,0.45606685
6440,3640,0,0.0,0.0,136,1,0,0.40120384
5225,6518,0,0.0,0.0,57,1,0,0.2117156
342,1613,0,0.0,0.0,120,1,0,0.37239057
4141,4549,0,0.0,0.0,108,1,0,0.34680948
1426,2212,0,0.0,0.0,144,1,0,0.4157673
1160,2994,1,0.16666666666666666,0.267546386419054,12,1,0,0.49238092
681,2433,0,0.0,0.0,76,1,0,0.26220104
5789,4672,0,0.0,0.0,165,1,0,0.44530672
4038,4951,0,0.0,0.0,72,1,0,0.25095627
3596,3331,0,0.0,0.0,16,1,0,0.07976234
5520,2151,0,0.0,0.0,56,1,0,0.2092662
2165,6362,0,0.0,0.0,88,1,0,0.29394072
7046,6090,0,0.0,0.0,204,1,0,0.49217466
5122,385,0,0.0,0.0,128,1,0,0.38669804
3800,1333,0,0.0,0.0,16,1,0,0.07976234
621,4968,0,0.0,0.0,84,1,0,0.28377318
685,2567,0,0.0,0.0,25,1,0,0.10226297
4199,3814,0,0.0,0.0,65,1,0,0.2320633
2361,4220,0,0.0,0.0,12,1,0,0.07129103
4628,6492,0,0.0,0.0,75,1,0,0.25935948
2321,2648,0,0.0,0.0,38,1,0,0.14459528
3689,5645,0,0.0,0.0,9,1,0,0.06549096
294,2646,0,0.0,0.0,10,1,0,0.06737377
5615,3928,0,0.0,0.0,24,1,0,0.09950896
5589,5101,0,0.0,0.0,168,1,0,0.4488883
1688,6963,1,0.07692307692307693,0.21714724095162588,33,1,0,0.485141
89,4301,0,0.0,0.0,40,1,0,0.15226923
885,1989,0,0.0,0.0,170,1,0,0.45127892
4568,2747,0,0.0,0.0,56,1,0,0.2092662
1376,124,0,0.0,0.0,208,1,0,0.4970035
4794,4628,0,0.0,0.0,100,1,0,0.3256736
5979,3306,0,0.0,0.0,69,1,0,0.24273588
5595,7003,0,0.0,0.0,120,1,0,0.37239057
4557,6651,0,0.0,0.0,140,1,0,0.40849587
3286,5928,0,0.0,0.0,12,1,0,0.07129103
4406,3318,0,0.0,0.0,182,1,0,0.46566626
7066,4523,0,0.0,0.0,42,1,0,0.16027392
6530,5864,0,0.0,0.0,56,1,0,0.2092662
1046,3184,0,0.0,0.0,72,1,0,0.25095627
1566,4116,2,0.1,0.3429655877514556,120,1,0,0.4133805
1872,868,0,0.0,0.0,6,1,0,0.06013226
3996,3264,0,0.0,0.0,203,1,0,0.49096763
1980,7041,0,0.0,0.0,112,1,0,0.3555436
4863,5971,0,0.0,0.0,140,1,0,0.40849587
559,6855,0,0.0,0.0,30,1,0,0.11706486
4282,3095,0,0.0,0.0,32,1,0,0.12348837
1584,3517,0,0.0,0.0,72,1,0,0.25095627
6319,6953,0,0.0,0.0,2,1,0,0.053624343
5918,3828,3,0.13636363636363635,0.5206605639763551,154,1,0,0.42064774
149,4409,0,0.0,0.0,32,1,0,0.12348837
2814,6233,0,0.0,0.0,72,1,0,0.25095627
4090,906,0,0.0,0.0,18,1,0,0.0843346
6974,1801,0,0.0,0.0,155,1,0,0.4334114
86,6147,0,0.0,0.0,208,1,0,0.4970035
334,6317,0,0.0,0.0,6,1,0,0.06013226
3988,6642,0,0.0,0.0,56,1,0,0.2092662
2076,3128,0,0.0,0.0,3,1,0,0.05518617
1607,5252,0,0.0,0.0,30,1,0,0.11706486
3440,1105,0,0.0,0.0,168,1,0,0.4488883
1088,2622,0,0.0,0.0,80,1,0,0.27382088
7040,1321,0,0.0,0.0,91,1,0,0.30170432
6512,4389,0,0.0,0.0,35,1,0,0.13369006
5029,2869,0,0.0,0.0,140,1,0,0.40849587
2895,3535,0,0.0,0.0,16,1,0,0.07976234
3998,3782,0,0.0,0.0,21,1,0,0.09163984
132,5472,0,0.0,0.0,90,1,0,0.2991036
633,5486,0,0.0,0.0,14,1,0,0.075417444
191,5209,0,0.0,0.0,65,1,0,0.2320633
3349,6226,0,0.0,0.0,26,1,0,0.105084054
5836,1096,0,0.0,0.0,24,1,0,0.09950896
2323,1837,0,0.0,0.0,100,1,0,0.3256736
6278,4421,1,0.25,0.25831776680732876,6,1,0,0.31261995
1144,3061,0,0.0,0.0,57,1,0,0.2117156
6294,4828,0,0.0,0.0,4,1,0,0.056790743
474,6320,0,0.0,0.0,189,1,0,0.47408688
5165,355,0,0.0,0.0,30,1,0,0.11706486
3754,3444,0,0.0,0.0,200,1,0,0.4873473
101,2849,0,0.0,0.0,32,1,0,0.12348837
3438,3072,0,0.0,0.0,14,1,0,0.075417444
1921,4674,0,0.0,0.0,6,1,0,0.06013226
2609,1755,0,0.0,0.0,112,1,0,0.3555436
7007,4096,0,0.0,0.0,63,1,0,0.22685142
5903,432,0,0.0,0.0,16,1,0,0.07976234
2944,1073,1,0.047619047619047616,0.1837418686306834,40,1,0,0.36340934
3760,2224,0,0.0,0.0,146,1,0,0.41941714
5157,4201,0,0.0,0.0,160,1,0,0.43935037
3692,3311,0,0.0,0.0,37,1,0,0.1408804
5468,3143,0,0.0,0.0,52,1,0,0.19909246
6165,277,0,0.0,0.0,56,1,0,0.2092662
3765,688,0,0.0,0.0,160,1,0,0.43935037
182,5637,0,0.0,0.0,78,1,0,0.26794368
2409,3408,0,0.0,0.0,36,1,0,0.13724567
150,1930,0,0.0,0.0,184,1,0,0.46807036
2126,2077,0,0.0,0.0,72,1,0,0.25095627
3498,1950,0,0.0,0.0,80,1,0,0.27382088
733,4216,0,0.0,0.0,125,1,0,0.38130826
106,2476,0,0.0,0.0,120,1,0,0.37239057
955,4148,0,0.0,0.0,5,1,0,0.058439072
5666,3749,0,0.0,0.0,84,1,0,0.28377318
6420,777,0,0.0,0.0,88,1,0,0.29394072
4267,6638,0,0.0,0.0,119,1,0,0.37061724
5858,6590,0,0.0,0.0,33,1,0,0.12681237
566,4182,0,0.0,0.0,8,1,0,0.06365717
3268,3559,0,0.0,0.0,201,1,0,0.48855394
5269,1260,0,0.0,0.0,147,1,0,0.42124537
3624,1018,0,0.0,0.0,170,1,0,0.45127892
5714,3723,0,0.0,0.0,60,1,0,0.21918955
3591,2487,0,0.0,0.0,68,1,0,0.24003685
949,2383,0,0.0,0.0,48,1,0,0.18633185
974,3317,0,0.0,0.0,72,1,0,0.25095627
288,3438,0,0.0,0.0,42,1,0,0.16027392
949,2407,0,0.0,0.0,112,1,0,0.3555436
231,331,0,0.0,0.0,44,1,0,0.16861594
6681,4803,0,0.0,0.0,16,1,0,0.07976234
6,436,0,0.0,0.0,30,1,0,0.11706486
532,3604,0,0.0,0.0,38,1,0,0.14459528
5050,1270,0,0.0,0.0,16,1,0,0.07976234
1070,5815,0,0.0,0.0,49,1,0,0.19024323
1954,6705,0,0.0,0.0,136,1,0,0.40120384
6853,5418,0,0.0,0.0,72,1,0,0.25095627
1552,227,0,0.0,0.0,24,1,0,0.09950896
3760,558,0,0.0,0.0,73,1,0,0.25373712
1415,2285,0,0.0,0.0,65,1,0,0.2320633
224,2911,0,0.0,0.0,6,1,0,0.06013226
660,6990,0,0.0,0.0,60,1,0,0.21918955
3448,4848,0,0.0,0.0,172,1,0,0.45367172
5580,1587,0,0.0,0.0,188,1,0,0.4728829
2107,220,0,0.0,0.0,84,1,0,0.28377318
5188,1901,0,0.0,0.0,27,1,0,0.107973665
3238,7103,0,0.0,0.0,36,1,0,0.13724567
4025,5862,0,0.0,0.0,64,1,0,0.22944695
2992,4330,0,0.0,0.0,184,1,0,0.46807036
5394,3339,0,0.0,0.0,10,1,0,0.06737377
5481,5699,0,0.0,0.0,4,1,0,0.056790743
5315,4898,0,0.0,0.0,148,1,0,0.4230757
4374,1697,0,0.0,0.0,204,1,0,0.49217466
866,5543,0,0.0,0.0,18,1,0,0.0843346
5124,1254,0,0.0,0.0,30,1,0,0.11706486
80,2965,0,0.0,0.0,17,1,0,0.082019486
6144,4770,0,0.0,0.0,34,1,0,0.1302125
4445,4640,0,0.0,0.0,189,1,0,0.47408688
2426,4829,0,0.0,0.0,29,1,0,0.11396282
4080,1518,0,0.0,0.0,32,1,0,0.12348837
5322,3694,0,0.0,0.0,42,1,0,0.16027392
4287,6686,0,0.0,0.0,44,1,0,0.16861594
6482,5873,0,0.0,0.0,70,1,0,0.24545546
3577,2373,0,0.0,0.0,162,1,0,0.4417309
1963,5256,0,0.0,0.0,196,1,0,0.4825223
5979,3179,0,0.0,0.0,69,1,0,0.24273588
452,132,0,0.0,0.0,210,1,0,0.49941823
371,1963,0,0.0,0.0,112,1,0,0.3555436
5857,1510,0,0.0,0.0,70,1,0,0.24545546
2029,2985,0,0.0,0.0,4,1,0,0.056790743
745,4010,0,0.0,0.0,96,1,0,0.31489792
5974,6816,0,0.0,0.0,45,1,0,0.17291498
3448,3224,0,0.0,0.0,43,1,0,0.16440237
495,3653,0,0.0,0.0,120,1,0,0.37239057
1082,5660,0,0.0,0.0,125,1,0,0.38130826
3177,5793,0,0.0,0.0,99,1,0,0.32296187
4406,978,0,0.0,0.0,182,1,0,0.46566626
258,4057,0,0.0,0.0,121,1,0,0.37416738
2323,4349,0,0.0,0.0,125,1,0,0.38130826
672,5587,0,0.0,0.0,76,1,0,0.26220104
1997,6089,0,0.0,0.0,5,1,0,0.058439072
2036,929,0,0.0,0.0,45,1,0,0.17291498
